Location	Experiment type	File	Day	Sample	Day_sample	Patient	Repeat			
.//12Mar25_FMHP020_028_and_FMSP066_067_Day_0/Day_0_FMHP020_028_and_FMSP066_067_FMHP020_Prolif_Check.fcs	Proliferation check	Day_0_FMHP020_028_and_FMSP066_067_FMHP020_Prolif_Check.fcs			Day_0_FMHP020_028_and_FMSP066_067_FMHP020_Prolif_Check.fcs	FMHP020	7			7
.//12Mar25_FMHP020_028_and_FMSP066_067_Day_0/Day_0_FMHP020_028_and_FMSP066_067_FMHP020_A.fcs	FMS data	Day_0_FMHP020_028_and_FMSP066_067_FMHP020_A.fcs	Day_0	FMHP020_A	Day_0_FMHP020_A	FMHP020	A			7
.//12Mar25_FMHP020_028_and_FMSP066_067_Day_0/Day_0_FMHP020_028_and_FMSP066_067_FMHP020_B.fcs	FMS data	Day_0_FMHP020_028_and_FMSP066_067_FMHP020_B.fcs	Day_0	FMHP020_B	Day_0_FMHP020_B	FMHP020	B			7
.//12Mar25_FMHP020_028_and_FMSP066_067_Day_0/Day_0_FMHP020_028_and_FMSP066_067_FMHP020_C.fcs	FMS data	Day_0_FMHP020_028_and_FMSP066_067_FMHP020_C.fcs	Day_0	FMHP020_C	Day_0_FMHP020_C	FMHP020	C			7
.//17Mar25_FMHP020_028_and_FMSP066_067_Day_5/Day_5_FMHP020_028_and_FMSP066_067_FMHP020_A.fcs	FMS data	Day_5_FMHP020_028_and_FMSP066_067_FMHP020_A.fcs	Day_5	FMHP020_A	Day_5_FMHP020_A	FMHP020	A			7
.//17Mar25_FMHP020_028_and_FMSP066_067_Day_5/Day_5_FMHP020_028_and_FMSP066_067_FMHP020_B.fcs	FMS data	Day_5_FMHP020_028_and_FMSP066_067_FMHP020_B.fcs	Day_5	FMHP020_B	Day_5_FMHP020_B	FMHP020	B			7
.//17Mar25_FMHP020_028_and_FMSP066_067_Day_5/Day_5_FMHP020_028_and_FMSP066_067_FMHP020_C.fcs	FMS data	Day_5_FMHP020_028_and_FMSP066_067_FMHP020_C.fcs	Day_5	FMHP020_C	Day_5_FMHP020_C	FMHP020	C			7
.//FMHP019_022_and_FMSP062_064/Day_0/FCS/25Sep24_FMHP019_022_and_FMSP062_064_Day_0/Day_0_FMHP019_022_and_FMSP062_064_FMHP022_A.fcs	FMS data	Day 0 FMHP019_022 and FMSP062_064_FMHP022 A.fcs	Day 0	FMHP022_A	Day_0_FMHP022_A	FMHP022	A			7
.//FMHP019_022_and_FMSP062_064/Day_0/FCS/25Sep24_FMHP019_022_and_FMSP062_064_Day_0/Day_0_FMHP019_022_and_FMSP062_064_FMHP022_B.fcs	FMS data	Day 0 FMHP019_022 and FMSP062_064_FMHP022 B.fcs	Day 0	FMHP022_B	Day_0_FMHP022_B	FMHP022	B			7
.//FMHP019_022_and_FMSP062_064/Day_0/FCS/25Sep24_FMHP019_022_and_FMSP062_064_Day_0/Day_0_FMHP019_022_and_FMSP062_064_FMHP022_C.fcs	FMS data	Day 0 FMHP019_022 and FMSP062_064_FMHP022 C.fcs	Day 0	FMHP022_C	Day_0_FMHP022_C	FMHP022	C			7
.//FMHP019_022_and_FMSP062_064/Day_5/FCS/30Sep24_FMHP019_22_and_FMSP062_064_Day_5/Day_5_FMHP019_022_and_FMSP062_064_FMHP022_A.fcs	FMS data	Day 5 FMHP019_022 and FMSP062_064_FMHP022 A.fcs	Day 5	FMHP022_A	Day_5_FMHP022_A	FMHP022	A			7
.//FMHP019_022_and_FMSP062_064/Day_5/FCS/30Sep24_FMHP019_22_and_FMSP062_064_Day_5/Day_5_FMHP019_022_and_FMSP062_064_FMHP022_B.fcs	FMS data	Day 5 FMHP019_022 and FMSP062_064_FMHP022 B.fcs	Day 5	FMHP022_B	Day_5_FMHP022_B	FMHP022	B			7
.//FMHP019_022_and_FMSP062_064/Day_5/FCS/30Sep24_FMHP019_22_and_FMSP062_064_Day_5/Day_5_FMHP019_022_and_FMSP062_064_FMHP022_C.fcs	FMS data	Day 5 FMHP019_022 and FMSP062_064_FMHP022 C.fcs	Day 5	FMHP022_C	Day_5_FMHP022_C	FMHP022	C			7
.//FMHP019_022_and_FMSP062_064/Day_0/FCS/25Sep24_FMHP019_022_and_FMSP062_064_Day_0/Day_0_FMHP019_022_and_FMSP062_064_FMHP022_Prolif_Check.fcs	Proliferation check				Day_0_FMHP019_022_and_FMSP062_064_FMHP022_Prolif_Check	FMHP022	7			7
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_0/FCS/27Sep24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_0/Day_0_FMHP024_026_027_029_and_FMSP065_068_069_070_FMHP024_A.fcs	FMS data	Day 0 FMHP024_026_027_029 and FMSP065_068_069_070_FMHP024 A.fcs	Day 0	FMHP024_A	Day_0_FMHP024_A	FMHP024	A			7
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_0/FCS/27Sep24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_0/Day_0_FMHP024_026_027_029_and_FMSP065_068_069_070_FMHP024_B.fcs	FMS data	Day 0 FMHP024_026_027_029 and FMSP065_068_069_070_FMHP024 B.fcs	Day 0	FMHP024_B	Day_0_FMHP024_B	FMHP024	B			7
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_0/FCS/27Sep24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_0/Day_0_FMHP024_026_027_029_and_FMSP065_068_069_070_FMHP024_C.fcs	FMS data	Day 0 FMHP024_026_027_029 and FMSP065_068_069_070_FMHP024 C.fcs	Day 0	FMHP024_C	Day_0_FMHP024_C	FMHP024	C			7
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_5/FCS/02Oct24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_5/Day_5_FMHP024_026_027_029_and_FMSP065_068_069_070_FMHP024_A.fcs	FMS data	Day 5 FMHP024_026_027_029 and FMSP065_068_069_070_FMHP024 A.fcs	Day 5	FMHP024_A	Day_5_FMHP024_A	FMHP024	A			7
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_5/FCS/02Oct24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_5/Day_5_FMHP024_026_027_029_and_FMSP065_068_069_070_FMHP024_B.fcs	FMS data	Day 5 FMHP024_026_027_029 and FMSP065_068_069_070_FMHP024 B.fcs	Day 5	FMHP024_B	Day_5_FMHP024_B	FMHP024	B			7
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_5/FCS/02Oct24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_5/Day_5_FMHP024_026_027_029_and_FMSP065_068_069_070_FMHP024_C.fcs	FMS data	Day 5 FMHP024_026_027_029 and FMSP065_068_069_070_FMHP024 C.fcs	Day 5	FMHP024_C	Day_5_FMHP024_C	FMHP024	C			7
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_0/FCS/27Sep24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_0/Day_0_FMHP024_026_027_029_and_FMSP065_068_069_070_FMHP024_Prolif_Check.fcs	Proliferation check				Day_0_FMHP024_026_027_029_and_FMSP065_068_069_070_FMHP024_Prolif_Check	FMHP024	7			7
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_0/FCS/27Sep24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_0/Day_0_FMHP024_026_027_029_and_FMSP065_068_069_070_FMHP026_A.fcs	FMS data	Day 0 FMHP024_026_027_029 and FMSP065_068_069_070_FMHP026 A.fcs	Day 0	FMHP026_A	Day_0_FMHP026_A	FMHP026	A			7
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_0/FCS/27Sep24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_0/Day_0_FMHP024_026_027_029_and_FMSP065_068_069_070_FMHP026_B.fcs	FMS data	Day 0 FMHP024_026_027_029 and FMSP065_068_069_070_FMHP026 B.fcs	Day 0	FMHP026_B	Day_0_FMHP026_B	FMHP026	B			7
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_0/FCS/27Sep24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_0/Day_0_FMHP024_026_027_029_and_FMSP065_068_069_070_FMHP026_C.fcs	FMS data	Day 0 FMHP024_026_027_029 and FMSP065_068_069_070_FMHP026 C.fcs	Day 0	FMHP026_C	Day_0_FMHP026_C	FMHP026	C			7
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_5/FCS/02Oct24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_5/Day_5_FMHP024_026_027_029_and_FMSP065_068_069_070_FMHP026_A.fcs	FMS data	Day 5 FMHP024_026_027_029 and FMSP065_068_069_070_FMHP026 A.fcs	Day 5	FMHP026_A	Day_5_FMHP026_A	FMHP026	A			7
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_5/FCS/02Oct24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_5/Day_5_FMHP024_026_027_029_and_FMSP065_068_069_070_FMHP026_B.fcs	FMS data	Day 5 FMHP024_026_027_029 and FMSP065_068_069_070_FMHP026 B.fcs	Day 5	FMHP026_B	Day_5_FMHP026_B	FMHP026	B			7
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_5/FCS/02Oct24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_5/Day_5_FMHP024_026_027_029_and_FMSP065_068_069_070_FMHP026_C.fcs	FMS data	Day 5 FMHP024_026_027_029 and FMSP065_068_069_070_FMHP026 C.fcs	Day 5	FMHP026_C	Day_5_FMHP026_C	FMHP026	C			7
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_0/FCS/27Sep24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_0/Day_0_FMHP024_026_027_029_and_FMSP065_068_069_070_FMHP026_Prolif_Check.fcs	Proliferation check				Day_0_FMHP024_026_027_029_and_FMSP065_068_069_070_FMHP026_Prolif_Check	FMHP026	7			7
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_0/FCS/27Sep24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_0/Day_0_FMHP024_026_027_029_and_FMSP065_068_069_070_FMHP027_A.fcs	FMS data	Day 0 FMHP024_026_027_029 and FMSP065_068_069_070_FMHP027 A.fcs	Day 0	FMHP027_A	Day_0_FMHP027_A	FMHP027	A			7
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_0/FCS/27Sep24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_0/Day_0_FMHP024_026_027_029_and_FMSP065_068_069_070_FMHP027_B.fcs	FMS data	Day 0 FMHP024_026_027_029 and FMSP065_068_069_070_FMHP027 B.fcs	Day 0	FMHP027_B	Day_0_FMHP027_B	FMHP027	B			7
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_0/FCS/27Sep24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_0/Day_0_FMHP024_026_027_029_and_FMSP065_068_069_070_FMHP027_C.fcs	FMS data	Day 0 FMHP024_026_027_029 and FMSP065_068_069_070_FMHP027 C.fcs	Day 0	FMHP027_C	Day_0_FMHP027_C	FMHP027	C			7
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_5/FCS/02Oct24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_5/Day_5_FMHP024_026_027_029_and_FMSP065_068_069_070_FMHP027_A.fcs	FMS data	Day 5 FMHP024_026_027_029 and FMSP065_068_069_070_FMHP027 A.fcs	Day 5	FMHP027_A	Day_5_FMHP027_A	FMHP027	A			7
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_5/FCS/02Oct24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_5/Day_5_FMHP024_026_027_029_and_FMSP065_068_069_070_FMHP027_B.fcs	FMS data	Day 5 FMHP024_026_027_029 and FMSP065_068_069_070_FMHP027 B.fcs	Day 5	FMHP027_B	Day_5_FMHP027_B	FMHP027	B			7
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_5/FCS/02Oct24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_5/Day_5_FMHP024_026_027_029_and_FMSP065_068_069_070_FMHP027_C.fcs	FMS data	Day 5 FMHP024_026_027_029 and FMSP065_068_069_070_FMHP027 C.fcs	Day 5	FMHP027_C	Day_5_FMHP027_C	FMHP027	C			7
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_0/FCS/27Sep24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_0/Day_0_FMHP024_026_027_029_and_FMSP065_068_069_070_FMHP027_Prolif_Check.fcs	Proliferation check				Day_0_FMHP024_026_027_029_and_FMSP065_068_069_070_FMHP027_Prolif_Check	FMHP027	7			7
.//12Mar25_FMHP020_028_and_FMSP066_067_Day_0/Day_0_FMHP020_028_and_FMSP066_067_FMHP028_Prolif_Check.fcs	Proliferation check	Day_0_FMHP020_028_and_FMSP066_067_FMHP028_Prolif_Check.fcs			Day_0_FMHP020_028_and_FMSP066_067_FMHP028_Prolif_Check.fcs	FMHP028	7			7
.//12Mar25_FMHP020_028_and_FMSP066_067_Day_0/Day_0_FMHP020_028_and_FMSP066_067_FMHP028_A.fcs	FMS data	Day_0_FMHP020_028_and_FMSP066_067_FMHP028_A.fcs	Day_0	FMHP028_A	Day_0_FMHP028_A	FMHP028	A			7
.//12Mar25_FMHP020_028_and_FMSP066_067_Day_0/Day_0_FMHP020_028_and_FMSP066_067_FMHP028_B.fcs	FMS data	Day_0_FMHP020_028_and_FMSP066_067_FMHP028_B.fcs	Day_0	FMHP028_B	Day_0_FMHP028_B	FMHP028	B			7
.//12Mar25_FMHP020_028_and_FMSP066_067_Day_0/Day_0_FMHP020_028_and_FMSP066_067_FMHP028_C.fcs	FMS data	Day_0_FMHP020_028_and_FMSP066_067_FMHP028_C.fcs	Day_0	FMHP028_C	Day_0_FMHP028_C	FMHP028	C			7
.//17Mar25_FMHP020_028_and_FMSP066_067_Day_5/Day_5_FMHP020_028_and_FMSP066_067_FMHP028_A.fcs	FMS data	Day_5_FMHP020_028_and_FMSP066_067_FMHP028_A.fcs	Day_5	FMHP028_A	Day_5_FMHP028_A	FMHP028	A			7
.//17Mar25_FMHP020_028_and_FMSP066_067_Day_5/Day_5_FMHP020_028_and_FMSP066_067_FMHP028_B.fcs	FMS data	Day_5_FMHP020_028_and_FMSP066_067_FMHP028_B.fcs	Day_5	FMHP028_B	Day_5_FMHP028_B	FMHP028	B			7
.//17Mar25_FMHP020_028_and_FMSP066_067_Day_5/Day_5_FMHP020_028_and_FMSP066_067_FMHP028_C.fcs	FMS data	Day_5_FMHP020_028_and_FMSP066_067_FMHP028_C.fcs	Day_5	FMHP028_C	Day_5_FMHP028_C	FMHP028	C			7
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_0/FCS/27Sep24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_0/Day_0_FMHP024_026_027_029_and_FMSP065_068_069_070_FMHP029_A.fcs	FMS data	Day 0 FMHP024_026_027_029 and FMSP065_068_069_070_FMHP029 A.fcs	Day 0	FMHP029_A	Day_0_FMHP029_A	FMHP029	A			7
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_0/FCS/27Sep24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_0/Day_0_FMHP024_026_027_029_and_FMSP065_068_069_070_FMHP029_B.fcs	FMS data	Day 0 FMHP024_026_027_029 and FMSP065_068_069_070_FMHP029 B.fcs	Day 0	FMHP029_B	Day_0_FMHP029_B	FMHP029	B			7
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_0/FCS/27Sep24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_0/Day_0_FMHP024_026_027_029_and_FMSP065_068_069_070_FMHP029_C.fcs	FMS data	Day 0 FMHP024_026_027_029 and FMSP065_068_069_070_FMHP029 C.fcs	Day 0	FMHP029_C	Day_0_FMHP029_C	FMHP029	C			7
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_5/FCS/02Oct24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_5/Day_5_FMHP024_026_027_029_and_FMSP065_068_069_070_FMHP029_A.fcs	FMS data	Day 5 FMHP024_026_027_029 and FMSP065_068_069_070_FMHP029 A.fcs	Day 5	FMHP029_A	Day_5_FMHP029_A	FMHP029	A			7
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_5/FCS/02Oct24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_5/Day_5_FMHP024_026_027_029_and_FMSP065_068_069_070_FMHP029_B.fcs	FMS data	Day 5 FMHP024_026_027_029 and FMSP065_068_069_070_FMHP029 B.fcs	Day 5	FMHP029_B	Day_5_FMHP029_B	FMHP029	B			7
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_5/FCS/02Oct24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_5/Day_5_FMHP024_026_027_029_and_FMSP065_068_069_070_FMHP029_C.fcs	FMS data	Day 5 FMHP024_026_027_029 and FMSP065_068_069_070_FMHP029 C.fcs	Day 5	FMHP029_C	Day_5_FMHP029_C	FMHP029	C			7
.//FMHP024_026_027_029_and_FMSP065_068_069_070/Day_0/FCS/27Sep24_FMHP024_026_027_029_and_FMSP065_068_069_070_Day_0/Day_0_FMHP024_026_027_029_and_FMSP065_068_069_070_FMHP029_Prolif_Check.fcs	Proliferation check				Day_0_FMHP024_026_027_029_and_FMSP065_068_069_070_FMHP029_Prolif_Check	FMHP029	7			7
.//12Mar25_FMHP020_028_and_FMSP066_067_Day_0/Day_0_FMHP020_028_and_FMSP066_067_FMHP066_Prolif_Check.fcs	Proliferation check	Day_0_FMHP020_028_and_FMSP066_067_FMHP066_Prolif_Check.fcs			Day_0_FMHP020_028_and_FMSP066_067_FMHP066_Prolif_Check.fcs	FMSP066	7			7
.//12Mar25_FMHP020_028_and_FMSP066_067_Day_0/Day_0_FMHP020_028_and_FMSP066_067_FMHP067_Prolif_Check.fcs	Proliferation check	Day_0_FMHP020_028_and_FMSP066_067_FMHP067_Prolif_Check.fcs			Day_0_FMHP020_028_and_FMSP066_067_FMHP067_Prolif_Check.fcs	FMSP067	7			7
.//FMHP013_and_FMSP054/Day_0/FMS_Files/11Jul24_FMHP013_and_FMSP054_Day_0/Day_0_FMHP013_and_FMSP054_FMSP054_A.fcs	FMS data	Day 0 FMHP013 and FMSP054_FMSP054 A.fcs	Day 0	FMSP054_A	Day_0_FMSP054_A	FMSP054	A			7
.//FMHP013_and_FMSP054/Day_0/FMS_Files/11Jul24_FMHP013_and_FMSP054_Day_0/Day_0_FMHP013_and_FMSP054_FMSP054_B.fcs	FMS data	Day 0 FMHP013 and FMSP054_FMSP054 B.fcs	Day 0	FMSP054_B	Day_0_FMSP054_B	FMSP054	B			7
.//FMHP013_and_FMSP054/Day_0/FMS_Files/11Jul24_FMHP013_and_FMSP054_Day_0/Day_0_FMHP013_and_FMSP054_FMSP054_C.fcs	FMS data	Day 0 FMHP013 and FMSP054_FMSP054 C.fcs	Day 0	FMSP054_C	Day_0_FMSP054_C	FMSP054	C			7
.//FMHP013_and_FMSP054/Day_5/FCS/16Jul24_FMHP013_and_FMSP054_Day_5/Day_6_FMHP013_and_FMSP054_FMSP054_B.fcs	FMS data	Day 6 FMHP013 and FMSP054_FMSP054 C.fcs	Day 5	FMSP054_C	Day_6_FMSP054_C	FMSP054	C			7
.//FMHP013_and_FMSP054/Day_5/FCS/16Jul24_FMHP013_and_FMSP054_Day_5/Day_6_FMHP013_and_FMSP054_FMSP054_C.fcs	FMS data	Day 6 FMHP013 and FMSP054_FMSP054 B.fcs	Day 5	FMSP054_B	Day_6_FMSP054_B	FMSP054	B			7
.//FMHP013_and_FMSP054/Day_5/FCS/16Jul24_FMHP013_and_FMSP054_Day_5/Day_6_FMHP013_and_FMSP054_FMSP054_A.fcs	FMS data	Day 6 FMHP013 and FMSP054_FMSP054 A.fcs	Day 5	FMSP054_A	Day_6_FMSP054_A	FMSP054	A			7
.//FMHP014_and_FMSP055/Day_0/19Jul24_FMHP014_and_FMSP055_Day_0/Day_0_FMHP014_and_FMSP055_FMSP055_A.fcs	FMS data	Day 0 FMHP014 and FMSP055_FMSP055 A.fcs	Day 0	FMSP055_A	Day_0_FMSP055_A	FMSP055	A			7
.//FMHP014_and_FMSP055/Day_0/19Jul24_FMHP014_and_FMSP055_Day_0/Day_0_FMHP014_and_FMSP055_FMSP055_B.fcs	FMS data	Day 0 FMHP014 and FMSP055_FMSP055 B.fcs	Day 0	FMSP055_B	Day_0_FMSP055_B	FMSP055	B			7
.//FMHP014_and_FMSP055/Day_0/19Jul24_FMHP014_and_FMSP055_Day_0/Day_0_FMHP014_and_FMSP055_FMSP055_C.fcs	FMS data	Day 0 FMHP014 and FMSP055_FMSP055 C.fcs	Day 0	FMSP055_C	Day_0_FMSP055_C	FMSP055	C			7
.//FMHP014_and_FMSP055/Day_5/24Jul24_FMHP014_and_FMSP055_Day_5/Day_5_FMHP014_and_FMSP055_FMSP055_A.fcs	FMS data	Day 5 FMHP014 and FMSP055_FMSP055 A.fcs	Day 5	FMSP055_A	Day_5_FMSP055_A	FMSP055	A			7
.//FMHP014_and_FMSP055/Day_5/24Jul24_FMHP014_and_FMSP055_Day_5/Day_5_FMHP014_and_FMSP055_FMSP055_B.fcs	FMS data	Day 5 FMHP014 and FMSP055_FMSP055 B.fcs	Day 5	FMSP055_B	Day_5_FMSP055_B	FMSP055	B			7
.//FMHP014_and_FMSP055/Day_5/24Jul24_FMHP014_and_FMSP055_Day_5/Day_5_FMHP014_and_FMSP055_FMSP055_C.fcs	FMS data	Day 5 FMHP014 and FMSP055_FMSP055 C.fcs	Day 5	FMSP055_C	Day_5_FMSP055_C	FMSP055	C			7
.//FMHP014_and_FMSP055/Day_0/19Jul24_FMHP014_and_FMSP055_Day_0/Day_0_FMHP014_and_FMSP055_FMHP055_Prolif_Check.fcs	Proliferation check				Day_0_FMHP014_and_FMSP055_FMHP055_Prolif_Check	FMSP055	7			7
.//FMHP015_016_and_FMSP056_057/Day_0/FCS/27Jul24_FMHP015_016_and_FMSP056_057_Day_0/Day_0_FMHP015_16_and_FMSP056_057_FMSP056_A.fcs	FMS data	Day 0 FMHP015_16 and FMSP056_057_FMSP056 A.fcs	Day 0	FMSP056_A	Day_0_FMSP056_A	FMSP056	A			7
.//FMHP015_016_and_FMSP056_057/Day_0/FCS/27Jul24_FMHP015_016_and_FMSP056_057_Day_0/Day_0_FMHP015_16_and_FMSP056_057_FMSP056_B.fcs	FMS data	Day 0 FMHP015_16 and FMSP056_057_FMSP056 B.fcs	Day 0	FMSP056_B	Day_0_FMSP056_B	FMSP056	B			7
.//FMHP015_016_and_FMSP056_057/Day_0/FCS/27Jul24_FMHP015_016_and_FMSP056_057_Day_0/Day_0_FMHP015_16_and_FMSP056_057_FMSP056_C.fcs	FMS data	Day 0 FMHP015_16 and FMSP056_057_FMSP056 C.fcs	Day 0	FMSP056_C	Day_0_FMSP056_C	FMSP056	C			7
.//FMHP015_016_and_FMSP056_057/Day_5/FCS/01Aug24_FMHP015_016_and_FMSP056_057_Day_5/Day_5_FMHP015_16_and_FMSP056_057_FMSP056_A.fcs	FMS data	Day 5 FMHP015_16 and FMSP056_057_FMSP056 A.fcs	Day 5	FMSP056_A	Day_5_FMSP056_A	FMSP056	A			7
.//FMHP015_016_and_FMSP056_057/Day_5/FCS/01Aug24_FMHP015_016_and_FMSP056_057_Day_5/Day_5_FMHP015_16_and_FMSP056_057_FMSP056_B.fcs	FMS data	Day 5 FMHP015_16 and FMSP056_057_FMSP056 B.fcs	Day 5	FMSP056_B	Day_5_FMSP056_B	FMSP056	B			7
.//FMHP015_016_and_FMSP056_057/Day_5/FCS/01Aug24_FMHP015_016_and_FMSP056_057_Day_5/Day_5_FMHP015_16_and_FMSP056_057_FMSP056_C.fcs	FMS data	Day 5 FMHP015_16 and FMSP056_057_FMSP056 C.fcs	Day 5	FMSP056_C	Day_5_FMSP056_C	FMSP056	C			7
.//FMHP015_016_and_FMSP056_057/Day_0/FCS/27Jul24_FMHP015_016_and_FMSP056_057_Day_0/Day_0_FMHP015_16_and_FMSP056_057_FMHP056_Prolif_Check.fcs	Proliferation check				Day_0_FMHP015_16_and_FMSP056_057_FMHP056_Prolif_Check	FMSP056	7			7
.//FMHP015_016_and_FMSP056_057/Day_0/FCS/27Jul24_FMHP015_016_and_FMSP056_057_Day_0/Day_0_FMHP015_16_and_FMSP056_057_FMSP057_A.fcs	FMS data	Day 0 FMHP015_16 and FMSP056_057_FMSP057 A.fcs	Day 0	FMSP057_A	Day_0_FMSP057_A	FMSP057	A			7
.//FMHP015_016_and_FMSP056_057/Day_0/FCS/27Jul24_FMHP015_016_and_FMSP056_057_Day_0/Day_0_FMHP015_16_and_FMSP056_057_FMSP057_B.fcs	FMS data	Day 0 FMHP015_16 and FMSP056_057_FMSP057 B.fcs	Day 0	FMSP057_B	Day_0_FMSP057_B	FMSP057	B			7
.//FMHP015_016_and_FMSP056_057/Day_0/FCS/27Jul24_FMHP015_016_and_FMSP056_057_Day_0/Day_0_FMHP015_16_and_FMSP056_057_FMSP057_C.fcs	FMS data	Day 0 FMHP015_16 and FMSP056_057_FMSP057 C.fcs	Day 0	FMSP057_C	Day_0_FMSP057_C	FMSP057	C			7
.//FMHP015_016_and_FMSP056_057/Day_5/FCS/01Aug24_FMHP015_016_and_FMSP056_057_Day_5/Day_5_FMHP015_16_and_FMSP056_057_FMSP057_A.fcs	FMS data	Day 5 FMHP015_16 and FMSP056_057_FMSP057 A.fcs	Day 5	FMSP057_A	Day_5_FMSP057_A	FMSP057	A			7
.//FMHP015_016_and_FMSP056_057/Day_5/FCS/01Aug24_FMHP015_016_and_FMSP056_057_Day_5/Day_5_FMHP015_16_and_FMSP056_057_FMSP057_B.fcs	FMS data	Day 5 FMHP015_16 and FMSP056_057_FMSP057 B.fcs	Day 5	FMSP057_B	Day_5_FMSP057_B	FMSP057	B			7
.//FMHP015_016_and_FMSP056_057/Day_5/FCS/01Aug24_FMHP015_016_and_FMSP056_057_Day_5/Day_5_FMHP015_16_and_FMSP056_057_FMSP057_C.fcs	FMS data	Day 5 FMHP015_16 and FMSP056_057_FMSP057 C.fcs	Day 5	FMSP057_C	Day_5_FMSP057_C	FMSP057	C			7
.//FMHP015_016_and_FMSP056_057/Day_0/FCS/27Jul24_FMHP015_016_and_FMSP056_057_Day_0/Day_0_FMHP015_16_and_FMSP056_057_FMHP057_Prolif_Check.fcs	Proliferation check				Day_0_FMHP015_16_and_FMSP056_057_FMHP057_Prolif_Check	FMSP057	7			7
.//FMHP017_018_and_FMSP059_060/Day_0/FCS/08Aug24_FMHP017_018_and_FMSP059_060_Day_0/Day_0_FMHP017_018_and_FMSP059_060_FMSP059_A.fcs	FMS data	Day 0 FMHP017_018 and FMSP059_060_FMSP059 A.fcs	Day 0	FMSP059_A	Day_0_FMSP059_A	FMSP059	A			7
.//FMHP017_018_and_FMSP059_060/Day_0/FCS/08Aug24_FMHP017_018_and_FMSP059_060_Day_0/Day_0_FMHP017_018_and_FMSP059_060_FMSP059_B.fcs	FMS data	Day 0 FMHP017_018 and FMSP059_060_FMSP059 B.fcs	Day 0	FMSP059_B	Day_0_FMSP059_B	FMSP059	B			7
.//FMHP017_018_and_FMSP059_060/Day_0/FCS/08Aug24_FMHP017_018_and_FMSP059_060_Day_0/Day_0_FMHP017_018_and_FMSP059_060_FMSP059_C.fcs	FMS data	Day 0 FMHP017_018 and FMSP059_060_FMSP059 C.fcs	Day 0	FMSP059_C	Day_0_FMSP059_C	FMSP059	C			7
